affectedModels,analysisDate,anger Method,cveId,description,paperDate,paperTitle,paperUrl,slug,tags,title
Gemma 7B IT; Llama 3 8B Instruct,2024-12-28T23:25:11.039Z,,951ad73e,"Large language models (LLMs) are vulnerable to jailbreak attacks exploiting nonlinear features within prompt encodings. These features, not detectable by linear methods, allow adversaries to reliably elicit harmful outputs despite safety training. Different attack methods leverage distinct nonlinear features, limiting the transferability of detection and mitigation techniques.",2024-11-01,What Features in Prompts Jailbreak LLMs? Investigating the Mechanisms Behind Attacks,https://arxiv.org/abs/2411.03343,nonlinear-prompt-jailbreak-features,prompt-layer; jailbreak; model-layer; blackbox; integrity; safety,Nonlinear Prompt Jailbreak Features
Claude 2; GPT-4; Llama 2 7B Chat; Mistral 7B Instruct,2024-12-29T03:58:31.129Z,,5d951789,"The LLaMA-2-7b-chat large language model (LLM) is vulnerable to a prompt-driven attack, termed DROJ (Directed Representation Optimization Jailbreak), that optimizes prompts at the embedding level to circumvent safety mechanisms and elicit harmful responses. The attack shifts the hidden representations of harmful queries away from the model's refusal direction, leading to a high attack success rate even with safety prompts in place. While the model may not refuse, responses may be repetitive and uninformative.",2024-11-01,DROJ: A Prompt-Driven Attack against Large Language Models,https://arxiv.org/abs/2411.09125,prompt-driven-llm-jailbreak,prompt-layer; jailbreak; whitebox; model-layer; safety,Prompt-Driven LLM Jailbreak
Claude 2; Gemma 2B IT; GPT-3.5 Turbo; GPT-4; Llama 2 7B Chat; Vicuna 7B,2024-12-29T00:53:00.314Z,,5eceb158,,2024-11-01,LLMStinger: Jailbreaking LLMs using RL fine-tuned LLMs,https://arxiv.org/abs/2411.08862,rl-tuned-llm-jailbreak,model-layer; jailbreak; blackbox; fine-tuning; safety,RL-Tuned LLM Jailbreak
Deepseek-llm-7B-chat; Llama 2 7B Chat; Llama 3.1 8B Instruct; Mistral 7B Instruct v0.2; Vicuna 7B v1.5,2024-12-28T23:35:05.114Z,,8ee72e81,"A novel SQL Injection Jailbreak (SIJ) vulnerability allows attackers to bypass safety mechanisms in Large Language Models (LLMs) by manipulating the structure of input prompts. The attack leverages the model's processing of system prompts, user prefixes, user prompts, and assistant prefixes to effectively ""comment out"" the expected response prefix and inject harmful instructions, causing the LLM to generate unsafe content. This vulnerability exploits the external properties of the LLM, specifically how it parses input prompts, rather than inherent model weaknesses.",2024-11-01,SQL Injection Jailbreak: a structural disaster of large language models,https://arxiv.org/abs/2411.01565,sql-injection-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,SQL Injection Jailbreak
Llama,2025-01-26T18:21:44.310Z,,9ea81b2c,"Large Language Models (LLMs) are vulnerable to ""SequentialBreak,"" a jailbreak attack where embedding a harmful prompt within a chain of benign prompts in a single query can bypass LLM safety features.  The LLM's attention mechanism prioritizes the benign prompts, allowing the harmful prompt to be processed without triggering safety mitigations.",2024-11-01,SequentialBreak: Large Language Models Can be Fooled by Embedding Jailbreak Prompts into Sequential Prompt Chains,https://arxiv.org/abs/2411.06426,sequential-prompt-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Sequential Prompt Jailbreak
GPT-4o; Llama 2 13B Chat; Llama 2 7B Chat; Llama 3 8B Instruct; Llama 3.1 8B Instruct; Mistral 7B Instruct v0.2; Phi 3 Medium 4k Instruct; Phi 3 Mini 4k Instruct; Phi 3 Small 8k Instruct; Qwen 2 0.5B; Qwen 2 1.5B; Qwen 2 7B; Vicuna 13B v1.5; Vicuna 7B v1.5; Zephyr 7B Beta,2024-12-29T04:29:28.239Z,,8597cc8c,"Large Language Models (LLMs) employing safety alignment mechanisms are vulnerable to a bypass attack using simple, stochastic random augmentations of input prompts. The attack leverages the inherent brittleness of safety alignment to minor, randomly introduced modifications in the input, causing the LLM to generate unsafe outputs despite its safety training. Character-level augmentations prove significantly more effective than string insertions.",2024-11-01,Stochastic Monkeys at Play: Random Augmentations Cheaply Break LLM Safety Alignment,https://arxiv.org/abs/2411.02785,stochastic-monkey-jailbreak,prompt-layer; jailbreak; blackbox; safety; reliability,Stochastic Monkey Jailbreak
Llama-3 (70B-instruct); Llama-3 (8B-instruct); Llama-3.1 (70B-instruct); Llama-3.1 (8B-instruct); Llama-3.2 (3B-instruct); Qwen-2 (57B-a14B-instruct); Qwen-2 (72B-instruct); Qwen-2 (7B-instruct); Qwen-2.5 (14B-instruct); Qwen-2.5 (7B-instruct),2024-12-29T04:31:41.340Z,,ffb88d5d,"Large Language Models (LLMs) are vulnerable to a novel prompt injection attack using universal and context-independent triggers. These triggers, once discovered for a specific LLM, allow precise control over the model's output regardless of the prompt context or desired output content, enabling adversaries to force the generation of arbitrary text. The attack utilizes a gradient-based optimization technique to discover these triggers.",2024-11-01,Universal and Context-Independent Triggers for Precise Control of LLM Outputs,https://arxiv.org/abs/2411.14738,universal-llm-output-control,model-layer; injection; jailbreak; whitebox; integrity; safety,Universal LLM Output Control
GPT-4o; InstructBLIP; LLaVA; Metaâs Chameleon; MiniGPT-4 Vicuna 13B,2024-12-29T04:06:07.847Z,,b02f4c07,"Large Vision-Language Models (VLMs) are vulnerable to a novel black-box jailbreak attack, IDEATOR, which leverages a separate VLM to generate malicious image-text pairs. The attacker VLM iteratively refines its prompts based on the target VLM's responses, bypassing safety mechanisms by generating contextually relevant and visually subtle malicious prompts.",2024-11-01,IDEATOR: Jailbreaking VLMs Using VLMs,https://arxiv.org/abs/2411.00827,vlm-redteaming-jailbreak,jailbreak; multimodal; blackbox; vision; agent; safety,VLM RedTeaming Jailbreak
ChatGLM; Gemini; LLaVA 2; MiniGPT-4; Qwen,2024-12-29T03:56:49.804Z,,0fbc155b,"Vision-Language Models (VLMs) are vulnerable to jailbreak attacks using carefully crafted adversarial images. Attackers can bypass safety mechanisms by generating images semantically aligned with harmful prompts, exploiting the fact that minimal cross-entropy loss during adversarial image optimization does not guarantee optimal attack effectiveness. The attack uses a multi-image collaborative approach, selecting images within a specific loss range to enhance the likelihood of successful jailbreaking.",2024-11-01,Exploring Visual Vulnerabilities via Multi-Loss Adversarial Search for Jailbreaking Vision-Language Models,https://arxiv.org/abs/2411.18000,visual-jailbreak-via-multi-loss,jailbreak; vision; multimodal; whitebox; blackbox; injection; data-security; safety,Visual Jailbreak via Multi-Loss
GPT-4o; Inf-mllm1; Llama 2; LLaVA 1.5; MiniGPT-4,2024-12-29T04:15:11.312Z,,22e2ff7b,"A vulnerability in multi-modal large language models (MLLMs) allows attackers to bypass safety mechanisms and elicit harmful responses using a memory-efficient zeroth-order optimization technique. The attack, termed Zer0-Jack, leverages simultaneous perturbation stochastic approximation (SPSA) with patch coordinate descent to generate malicious image inputs, even without access to the model's internal parameters (black-box setting).",2024-11-01,Zer0-Jack: A Memory-efficient Gradient-based Jailbreaking Method for Black-box Multi-modal Large Language Models,https://arxiv.org/abs/2411.07559,zeroth-order-mllm-jailbreak,model-layer; jailbreak; multimodal; blackbox; whitebox; data-security; safety,Zeroth-Order MLLM Jailbreak
,2024-12-29T04:08:14.281Z,,a7064844,"Large Language Model (LLM) agents are vulnerable to obfuscated adversarial prompts that exploit tool misuse. These prompts, crafted through prompt optimization techniques, force the agent to execute tools (e.g., URL fetching, markdown rendering) in a way that leaks sensitive user data (e.g., PII) without the user's knowledge. The prompts are designed to be visually indistinguishable from benign prompts.",2024-10-01,Imprompter: Tricking LLM Agents into Improper Tool Use,https://arxiv.org/abs/2410.14923,agent-tool-misuse-attacks,prompt-layer; injection; agent; blackbox; data-privacy; data-security,Agent Tool Misuse Attacks
Claude 3 Haiku; GPT-4; Llama 2 13B Chat; Llama 2 7B Chat; Llama 3 8B,2024-12-29T01:09:28.840Z,,6bf6a966,"Large Language Models (LLMs) are vulnerable to attention-based jailbreak attacks. Attackers can craft prompts that strategically divert the LLM's attention away from sensitive words, causing the model to overlook malicious intent and generate harmful content. This occurs by leveraging the LLM's attention mechanism to focus on benign parts of the prompt while embedding harmful queries within a seemingly harmless context. The success of the attack is correlated with specific attention distribution metrics: Attention Intensity on Sensitive Words (AttnSensWords), Attention-based Contextual Dependency Score (AttnDepScore), and Attention Dispersion Entropy (AttnEntropy).",2024-10-01,Feint and Attack: Attention-Based Strategies for Jailbreaking and Protecting LLMs,https://arxiv.org/abs/2410.16327,attention-based-llm-jailbreak,prompt-layer; jailbreak; model-layer; blackbox; integrity; safety,Attention-Based LLM Jailbreak
Gemini 1.5 Flash; Gemini Pro; Gemini-1.5-pro-latest; GPT-3.5 Turbo; GPT-4; Llama 2 7B Chat; Llama 3; Mixtral 8x7B Instruct; Vicuna 13B; Vicuna 7B,2024-12-29T03:03:55.709Z,,5f2b2d04,"Large Language Models (LLMs) are vulnerable to jailbreaking attacks that manipulate attention scores to redirect the model's focus away from safety protocols. The AttnGCG attack method increases the attention score on adversarial suffixes within the input prompt, causing the model to prioritize the malicious content over safety guidelines, leading to the generation of harmful outputs.",2024-10-01,AttnGCG: Enhancing jailbreaking attacks on LLMs with attention manipulation,https://arxiv.org/abs/2410.09040,attention-guided-jailbreak,model-layer; jailbreak; whitebox; blackbox; extraction; data-security; integrity; safety,Attention-Guided Jailbreak
Gemini Pro; Gemma 7B IT; GPT-4-1106-turbo; Llama 2 13B Chat; Llama 2 70B Chat; Llama 2 7B Chat; Llama 3 70B; Llama 3 8B,2024-12-28T23:32:29.236Z,,b431062b,"Large Language Models (LLMs) are vulnerable to jailbreak attacks using autonomously discovered strategies. AutoDAN-Turbo, a black-box attack method, demonstrates the ability to discover novel and highly effective jailbreak strategies without human intervention, achieving a high success rate (e.g., 88.5% on GPT-4-1106-turbo) in eliciting harmful or unsafe responses from LLMs. The attack leverages a lifelong learning agent to iteratively refine attack strategies based on model responses, resulting in increasingly effective prompts that bypass safety mechanisms.",2024-10-01,Autodan-turbo: A lifelong agent for strategy self-exploration to jailbreak llms,https://arxiv.org/abs/2410.05295,autonomous-jailbreak-agent,prompt-layer; jailbreak; blackbox; safety; integrity,Autonomous Jailbreak Agent
GPT-3.5 Turbo; GPT-4o Mini; Llama 2 Chat; Llama 3 8B Instruct,2024-12-29T03:03:16.608Z,,4c053971,"Large Language Models (LLMs) are vulnerable to stealthy jailbreak attacks leveraging benign data mirroring. Attackers train a local ""mirror model"" on benign data obtained from the target LLM. This mirror model, mimicking the target's behavior, is then used to generate adversarial prompts, which are subsequently deployed against the target LLM, bypassing content moderation systems due to the lack of overtly malicious content in the initial data gathering phase.",2024-10-01,Stealthy Jailbreak Attacks on Large Language Models via Benign Data Mirroring,https://arxiv.org/abs/2410.21083,benign-mirroring-jailbreak,jailbreak; blackbox; prompt-layer; injection; safety; integrity,Benign Mirroring Jailbreak
Claude 3 Haiku; Claude 3 Opus; Claude 3.5 Sonnet; Gemini 1.5 Pro; GPT-4o; GPT-4o Mini; Llama 3.1 8B; Llama Guard 3,2024-12-29T04:08:56.717Z,,5882db3a,"Large Language Models (LLMs) are vulnerable to a novel ""bijection learning"" attack that leverages in-context learning to teach the model a custom string-to-string encoding, bypassing built-in safety mechanisms. The attack encodes harmful queries, sends them to the model, and decodes the response, effectively circumventing safety filters. The complexity of the encoding can be controlled, adapting the attack to various LLMs; more capable models are more susceptible to complex encodings.",2024-10-01,Endless Jailbreaks with Bijection Learning,https://arxiv.org/abs/2410.01294,bijection-based-llm-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Bijection-Based LLM Jailbreak
